Date,Win Prediction Confidence,Kelly Percentage,Home Team Odds,Away Team Odds,OverUnder Prediction,OverUnder Point,OverUnder Confidence,Actual Combined Score,Home Team Name,Away Team Name,Predicted Winner,Actual Winner
2024-04-04 23:10:50,44.00, 0.00,     ,  108,UNDER,220.5,64.20,?,,Portland Trail Blazers,Washington Wizards,?
2024-04-04 23:10:50,47.60, 0.00, -180,     ,UNDER,235.5,68.70,?,Indiana Pacers,,Oklahoma City Thunder,?
2024-04-04 23:10:50,52.40,21.05,     ,  152,UNDER,235.5,68.70,?,,Oklahoma City Thunder,Oklahoma City Thunder,?
2024-04-04 23:10:50,82.70,16.10, -390,     ,UNDER,223.5,90.00,?,Boston Celtics,,Boston Celtics,?
2024-04-04 23:10:50,17.30, 0.00,     ,  310,UNDER,223.5,90.00,?,,Sacramento Kings,Boston Celtics,?
2024-04-04 23:10:50,39.10, 0.00, -112,     , OVER,210.5,75.70,?,Chicago Bulls,,New York Knicks,?
2024-04-04 23:10:50,60.90,20.09,     , -104, OVER,210.5,75.70,?,,New York Knicks,New York Knicks,?
2024-04-04 23:10:50,81.20, 0.00,-2000,     , OVER,225.5,63.10,?,Milwaukee Bucks,,Milwaukee Bucks,?
2024-04-04 23:10:50,18.80,11.01,     , 1040, OVER,225.5,63.10,?,,Toronto Raptors,Milwaukee Bucks,?
2024-04-04 23:10:50,79.30, 0.00, -720,     ,UNDER,220.5,61.90,?,New Orleans Pelicans,,New Orleans Pelicans,?
2024-04-04 23:10:50,20.70, 5.48,     ,  520,UNDER,220.5,61.90,?,,San Antonio Spurs,New Orleans Pelicans,?
2024-04-04 23:10:50,49.70, 0.00, -112,     ,UNDER,214.0,60.60,?,Houston Rockets,,Miami Heat,?
2024-04-04 23:10:50,50.30, 0.00,     , -104,UNDER,214.0,60.60,?,,Miami Heat,Miami Heat,?
2024-04-04 23:10:50,56.20, 0.00, None,     ,UNDER,  0.0,74.70,?,Memphis Grizzlies,,Memphis Grizzlies,?
2024-04-04 23:10:50,43.80, 0.00,     , None,UNDER,  0.0,74.70,?,,Detroit Pistons,Memphis Grizzlies,?
2024-04-04 23:10:50,61.40, 0.00, -210,     ,UNDER,229.0,71.90,?,Dallas Mavericks,,Dallas Mavericks,?
2024-04-04 23:10:50,38.60, 0.00,     ,  180,UNDER,229.0,71.90,?,,Golden State Warriors,Dallas Mavericks,?
2024-04-04 23:10:50,53.40, 0.00, -152,     ,UNDER,220.0,54.30,?,Phoenix Suns,,Phoenix Suns,?
2024-04-04 23:10:50,46.60, 0.00,     ,  128,UNDER,220.0,54.30,?,,Minnesota Timberwolves,Phoenix Suns,?
2024-04-04 23:10:50,74.40, 0.00, None,     ,UNDER,  0.0,81.20,?,LA Clippers,,LA Clippers,?
2024-04-04 23:10:50,25.60, 0.00,     , None,UNDER,  0.0,81.20,?,,Utah Jazz,LA Clippers,?
2024-04-06 03:15:33,52.90, 0.00, -196,     ,UNDER,229.0,88.00,?,Los Angeles Lakers,,Los Angeles Lakers,?
2024-04-06 03:15:33,47.10,14.81,     ,  164,UNDER,229.0,88.00,?,,Cleveland Cavaliers,Los Angeles Lakers,?
2024-04-06 03:15:33,71.20, 0.00, -370,     , OVER,215.0,89.80,?,Brooklyn Nets,,Brooklyn Nets,?
2024-04-06 03:15:33,28.80, 4.71,     ,  295, OVER,215.0,89.80,?,,Detroit Pistons,Brooklyn Nets,?
2024-04-06 03:15:33,27.20,16.15,  660,     , OVER,210.5,61.70,?,Memphis Grizzlies,,Philadelphia 76ers,?
2024-04-06 03:15:33,72.80, 0.00,     , -950, OVER,210.5,61.70,?,,Philadelphia 76ers,Philadelphia 76ers,?
2024-04-06 03:15:33,81.70, 0.00, -750,     , OVER,221.0,52.10,?,Denver Nuggets,,Denver Nuggets,?
2024-04-06 03:15:33,18.30, 2.94,     ,  530, OVER,221.0,52.10,?,,Atlanta Hawks,Denver Nuggets,?
2024-04-06 03:26:07,64.00, 0.00, None,     ,UNDER,  0.0,94.50,?,LA Clippers,,LA Clippers,?
2024-04-06 03:26:07,36.00, 0.00,     , None,UNDER,  0.0,94.50,?,,Cleveland Cavaliers,LA Clippers,?
2024-04-06 03:26:07,70.20, 0.00, None,     ,UNDER,  0.0,89.30,?,Dallas Mavericks,,Dallas Mavericks,?
2024-04-06 03:26:07,29.80, 0.00,     , None,UNDER,  0.0,89.30,?,,Houston Rockets,Dallas Mavericks,?
2024-04-06 03:26:07,58.30, 0.00, None,     ,UNDER,  0.0,81.00,?,Indiana Pacers,,Indiana Pacers,?
2024-04-06 03:26:07,41.70, 0.00,     , None,UNDER,  0.0,81.00,?,,Miami Heat,Indiana Pacers,?
2024-04-06 03:26:07,70.10, 0.00, None,     ,UNDER,  0.0,78.80,?,Orlando Magic,,Orlando Magic,?
2024-04-06 03:26:07,29.90, 0.00,     , None,UNDER,  0.0,78.80,?,,Chicago Bulls,Orlando Magic,?
2024-04-06 03:26:07,61.60, 0.00, None,     ,UNDER,  0.0,84.90,?,Phoenix Suns,,Phoenix Suns,?
2024-04-06 03:26:07,38.40, 0.00,     , None,UNDER,  0.0,84.90,?,,New Orleans Pelicans,Phoenix Suns,?
2024-04-06 03:26:07,94.00, 0.00, None,     ,UNDER,  0.0,78.10,?,Boston Celtics,,Boston Celtics,?
2024-04-06 03:26:07, 6.00, 0.00,     , None,UNDER,  0.0,78.10,?,,Portland Trail Blazers,Boston Celtics,?
2024-04-06 03:26:07,22.10, 0.00, None,     ,UNDER,  0.0,73.90,?,Charlotte Hornets,,Oklahoma City Thunder,?
2024-04-06 03:26:07,77.90, 0.00,     , None,UNDER,  0.0,73.90,?,,Oklahoma City Thunder,Oklahoma City Thunder,?
2024-04-06 03:26:07,58.90, 0.00, None,     ,UNDER,  0.0,61.80,?,Toronto Raptors,,Toronto Raptors,?
2024-04-06 03:26:07,41.10, 0.00,     , None,UNDER,  0.0,61.80,?,,Washington Wizards,Toronto Raptors,?
2024-04-06 03:26:07,30.40, 0.00, None,     , OVER,  0.0,51.50,?,San Antonio Spurs,,Philadelphia 76ers,?
2024-04-06 03:26:07,69.60, 0.00,     , None, OVER,  0.0,51.50,?,,Philadelphia 76ers,Philadelphia 76ers,?
2024-04-06 03:26:07,67.20, 0.00, None,     ,UNDER,  0.0,71.80,?,Milwaukee Bucks,,Milwaukee Bucks,?
2024-04-06 03:26:07,32.80, 0.00,     , None,UNDER,  0.0,71.80,?,,New York Knicks,Milwaukee Bucks,?
2024-04-06 03:26:07,39.60, 0.00, None,     ,UNDER,  0.0,56.00,?,Brooklyn Nets,,Sacramento Kings,?
2024-04-06 03:26:07,60.40, 0.00,     , None,UNDER,  0.0,56.00,?,,Sacramento Kings,Sacramento Kings,?
2024-04-06 03:26:07,74.10, 0.00, None,     ,UNDER,  0.0,78.40,?,Golden State Warriors,,Golden State Warriors,?
2024-04-06 03:26:07,25.90, 0.00,     , None,UNDER,  0.0,78.40,?,,Utah Jazz,Golden State Warriors,?
2024-04-06 03:26:07,44.90, 0.00, None,     ,UNDER,  0.0,84.10,?,Los Angeles Lakers,,Minnesota Timberwolves,?
2024-04-06 03:26:07,55.10, 0.00,     , None,UNDER,  0.0,84.10,?,,Minnesota Timberwolves,Minnesota Timberwolves,?
2024-04-06 03:42:49,52.90, 0.00, -196,     ,UNDER,229.0,88.00,?,Los Angeles Lakers,,Los Angeles Lakers,?
2024-04-06 03:42:49,47.10,14.81,     ,  164,UNDER,229.0,88.00,?,,Cleveland Cavaliers,Los Angeles Lakers,?
2024-04-06 03:42:49,71.20, 0.00, -370,     , OVER,215.0,89.80,?,Brooklyn Nets,,Brooklyn Nets,?
2024-04-06 03:42:49,28.80, 4.71,     ,  295, OVER,215.0,89.80,?,,Detroit Pistons,Brooklyn Nets,?
2024-04-06 03:42:49,27.20,16.15,  660,     , OVER,210.5,61.70,?,Memphis Grizzlies,,Philadelphia 76ers,?
2024-04-06 03:42:49,72.80, 0.00,     , -950, OVER,210.5,61.70,?,,Philadelphia 76ers,Philadelphia 76ers,?
2024-04-06 03:42:49,81.70, 0.00, -750,     , OVER,221.0,52.10,?,Denver Nuggets,,Denver Nuggets,?
2024-04-06 03:42:49,18.30, 2.94,     ,  530, OVER,221.0,52.10,?,,Atlanta Hawks,Denver Nuggets,?
2024-04-06 03:43:08,64.00, 0.00, None,     ,UNDER,  0.0,94.50,?,LA Clippers,,LA Clippers,?
2024-04-06 03:43:08,36.00, 0.00,     , None,UNDER,  0.0,94.50,?,,Cleveland Cavaliers,LA Clippers,?
2024-04-06 03:43:08,70.20, 0.00, None,     ,UNDER,  0.0,89.30,?,Dallas Mavericks,,Dallas Mavericks,?
2024-04-06 03:43:08,29.80, 0.00,     , None,UNDER,  0.0,89.30,?,,Houston Rockets,Dallas Mavericks,?
2024-04-06 03:43:08,58.30, 0.00, None,     ,UNDER,  0.0,81.00,?,Indiana Pacers,,Indiana Pacers,?
2024-04-06 03:43:08,41.70, 0.00,     , None,UNDER,  0.0,81.00,?,,Miami Heat,Indiana Pacers,?
2024-04-06 03:43:08,70.10, 0.00, None,     ,UNDER,  0.0,78.80,?,Orlando Magic,,Orlando Magic,?
2024-04-06 03:43:08,29.90, 0.00,     , None,UNDER,  0.0,78.80,?,,Chicago Bulls,Orlando Magic,?
2024-04-06 03:43:08,61.60, 0.00, None,     ,UNDER,  0.0,84.90,?,Phoenix Suns,,Phoenix Suns,?
2024-04-06 03:43:08,38.40, 0.00,     , None,UNDER,  0.0,84.90,?,,New Orleans Pelicans,Phoenix Suns,?
2024-04-06 03:43:08,94.00, 0.00, None,     ,UNDER,  0.0,78.10,?,Boston Celtics,,Boston Celtics,?
2024-04-06 03:43:08, 6.00, 0.00,     , None,UNDER,  0.0,78.10,?,,Portland Trail Blazers,Boston Celtics,?
2024-04-06 03:43:08,22.10, 0.00, None,     ,UNDER,  0.0,73.90,?,Charlotte Hornets,,Oklahoma City Thunder,?
2024-04-06 03:43:08,77.90, 0.00,     , None,UNDER,  0.0,73.90,?,,Oklahoma City Thunder,Oklahoma City Thunder,?
2024-04-06 03:43:08,58.90, 0.00, None,     ,UNDER,  0.0,61.80,?,Toronto Raptors,,Toronto Raptors,?
2024-04-06 03:43:08,41.10, 0.00,     , None,UNDER,  0.0,61.80,?,,Washington Wizards,Toronto Raptors,?
2024-04-06 03:43:08,30.40, 0.00, None,     , OVER,  0.0,51.50,?,San Antonio Spurs,,Philadelphia 76ers,?
2024-04-06 03:43:08,69.60, 0.00,     , None, OVER,  0.0,51.50,?,,Philadelphia 76ers,Philadelphia 76ers,?
2024-04-06 03:43:08,67.20, 0.00, None,     ,UNDER,  0.0,71.80,?,Milwaukee Bucks,,Milwaukee Bucks,?
2024-04-06 03:43:08,32.80, 0.00,     , None,UNDER,  0.0,71.80,?,,New York Knicks,Milwaukee Bucks,?
2024-04-06 03:43:08,39.60, 0.00, None,     ,UNDER,  0.0,56.00,?,Brooklyn Nets,,Sacramento Kings,?
2024-04-06 03:43:08,60.40, 0.00,     , None,UNDER,  0.0,56.00,?,,Sacramento Kings,Sacramento Kings,?
2024-04-06 03:43:08,74.10, 0.00, None,     ,UNDER,  0.0,78.40,?,Golden State Warriors,,Golden State Warriors,?
2024-04-06 03:43:08,25.90, 0.00,     , None,UNDER,  0.0,78.40,?,,Utah Jazz,Golden State Warriors,?
2024-04-06 03:43:08,44.90, 0.00, None,     ,UNDER,  0.0,84.10,?,Los Angeles Lakers,,Minnesota Timberwolves,?
2024-04-06 03:43:08,55.10, 0.00,     , None,UNDER,  0.0,84.10,?,,Minnesota Timberwolves,Minnesota Timberwolves,?
2024-04-06 03:45:21,52.90, 0.00, -196,     ,UNDER,229.0,88.00,?,Los Angeles Lakers,,Los Angeles Lakers,?
2024-04-06 03:45:21,47.10,14.81,     ,  164,UNDER,229.0,88.00,?,,Cleveland Cavaliers,Los Angeles Lakers,?
2024-04-06 03:45:21,71.20, 0.00, -370,     , OVER,215.0,89.80,?,Brooklyn Nets,,Brooklyn Nets,?
2024-04-06 03:45:21,28.80, 4.71,     ,  295, OVER,215.0,89.80,?,,Detroit Pistons,Brooklyn Nets,?
2024-04-06 03:45:21,27.20,16.15,  660,     , OVER,210.5,61.70,?,Memphis Grizzlies,,Philadelphia 76ers,?
2024-04-06 03:45:21,72.80, 0.00,     , -950, OVER,210.5,61.70,?,,Philadelphia 76ers,Philadelphia 76ers,?
2024-04-06 03:45:21,81.70, 0.00, -750,     , OVER,221.0,52.10,?,Denver Nuggets,,Denver Nuggets,?
2024-04-06 03:45:21,18.30, 2.94,     ,  530, OVER,221.0,52.10,?,,Atlanta Hawks,Denver Nuggets,?
2024-04-06 03:45:38,64.00, 0.00, None,     ,UNDER,  0.0,94.50,?,LA Clippers,,LA Clippers,?
2024-04-06 03:45:38,36.00, 0.00,     , None,UNDER,  0.0,94.50,?,,Cleveland Cavaliers,LA Clippers,?
2024-04-06 03:45:38,70.20, 0.00, None,     ,UNDER,  0.0,89.30,?,Dallas Mavericks,,Dallas Mavericks,?
2024-04-06 03:45:38,29.80, 0.00,     , None,UNDER,  0.0,89.30,?,,Houston Rockets,Dallas Mavericks,?
2024-04-06 03:45:38,58.30, 0.00, None,     ,UNDER,  0.0,81.00,?,Indiana Pacers,,Indiana Pacers,?
2024-04-06 03:45:38,41.70, 0.00,     , None,UNDER,  0.0,81.00,?,,Miami Heat,Indiana Pacers,?
2024-04-06 03:45:38,70.10, 0.00, None,     ,UNDER,  0.0,78.80,?,Orlando Magic,,Orlando Magic,?
2024-04-06 03:45:38,29.90, 0.00,     , None,UNDER,  0.0,78.80,?,,Chicago Bulls,Orlando Magic,?
2024-04-06 03:45:38,61.60, 0.00, None,     ,UNDER,  0.0,84.90,?,Phoenix Suns,,Phoenix Suns,?
2024-04-06 03:45:38,38.40, 0.00,     , None,UNDER,  0.0,84.90,?,,New Orleans Pelicans,Phoenix Suns,?
2024-04-06 03:45:38,94.00, 0.00, None,     ,UNDER,  0.0,78.10,?,Boston Celtics,,Boston Celtics,?
2024-04-06 03:45:38, 6.00, 0.00,     , None,UNDER,  0.0,78.10,?,,Portland Trail Blazers,Boston Celtics,?
2024-04-06 03:45:38,22.10, 0.00, None,     ,UNDER,  0.0,73.90,?,Charlotte Hornets,,Oklahoma City Thunder,?
2024-04-06 03:45:38,77.90, 0.00,     , None,UNDER,  0.0,73.90,?,,Oklahoma City Thunder,Oklahoma City Thunder,?
2024-04-06 03:45:38,58.90, 0.00, None,     ,UNDER,  0.0,61.80,?,Toronto Raptors,,Toronto Raptors,?
2024-04-06 03:45:38,41.10, 0.00,     , None,UNDER,  0.0,61.80,?,,Washington Wizards,Toronto Raptors,?
2024-04-06 03:45:38,30.40, 0.00, None,     , OVER,  0.0,51.50,?,San Antonio Spurs,,Philadelphia 76ers,?
2024-04-06 03:45:38,69.60, 0.00,     , None, OVER,  0.0,51.50,?,,Philadelphia 76ers,Philadelphia 76ers,?
2024-04-06 03:45:38,67.20, 0.00, None,     ,UNDER,  0.0,71.80,?,Milwaukee Bucks,,Milwaukee Bucks,?
2024-04-06 03:45:38,32.80, 0.00,     , None,UNDER,  0.0,71.80,?,,New York Knicks,Milwaukee Bucks,?
2024-04-06 03:45:38,39.60, 0.00, None,     ,UNDER,  0.0,56.00,?,Brooklyn Nets,,Sacramento Kings,?
2024-04-06 03:45:38,60.40, 0.00,     , None,UNDER,  0.0,56.00,?,,Sacramento Kings,Sacramento Kings,?
2024-04-06 03:45:38,74.10, 0.00, None,     ,UNDER,  0.0,78.40,?,Golden State Warriors,,Golden State Warriors,?
2024-04-06 03:45:38,25.90, 0.00,     , None,UNDER,  0.0,78.40,?,,Utah Jazz,Golden State Warriors,?
2024-04-06 03:45:38,44.90, 0.00, None,     ,UNDER,  0.0,84.10,?,Los Angeles Lakers,,Minnesota Timberwolves,?
2024-04-06 03:45:38,55.10, 0.00,     , None,UNDER,  0.0,84.10,?,,Minnesota Timberwolves,Minnesota Timberwolves,?
2024-04-06 17:23:01,64.00, 0.00, -196,     , OVER,218.5,53.80,?,LA Clippers,,LA Clippers,?
2024-04-06 17:23:01,36.00, 0.00,     ,  164, OVER,218.5,53.80,?,,Cleveland Cavaliers,LA Clippers,?
2024-04-06 17:23:01,70.20, 0.00, -310,     , OVER,226.5,50.00,?,Dallas Mavericks,,Dallas Mavericks,?
2024-04-06 17:23:01,29.80, 1.76,     ,  250, OVER,226.5,50.00,?,,Houston Rockets,Dallas Mavericks,?
2024-04-06 17:23:01,58.30, 9.91, -116,     ,UNDER,229.5,86.70,?,Indiana Pacers,,Indiana Pacers,?
2024-04-06 17:23:01,41.70, 0.00,     , -102,UNDER,229.5,86.70,?,,Miami Heat,Indiana Pacers,?
2024-04-06 17:23:01,70.10, 0.00, -340,     , OVER,210.0,80.80,?,Orlando Magic,,Orlando Magic,?
2024-04-06 17:23:01,29.90, 4.38,     ,  275, OVER,210.0,80.80,?,,Chicago Bulls,Orlando Magic,?
2024-04-06 17:23:01,61.60, 0.00, None,     ,UNDER,  0.0,84.90,?,Phoenix Suns,,Phoenix Suns,?
2024-04-06 17:23:01,38.40, 0.00,     , None,UNDER,  0.0,84.90,?,,New Orleans Pelicans,Phoenix Suns,?
2024-04-06 17:23:01,94.00, 0.00, None,     ,UNDER,  0.0,78.10,?,Boston Celtics,,Boston Celtics,?
2024-04-06 17:23:01, 6.00, 0.00,     , None,UNDER,  0.0,78.10,?,,Portland Trail Blazers,Boston Celtics,?
2024-04-06 17:23:01,22.10, 0.00, None,     ,UNDER,  0.0,73.90,?,Charlotte Hornets,,Oklahoma City Thunder,?
2024-04-06 17:23:01,77.90, 0.00,     , None,UNDER,  0.0,73.90,?,,Oklahoma City Thunder,Oklahoma City Thunder,?
2024-04-06 17:23:01,58.90, 0.00, None,     ,UNDER,  0.0,61.80,?,Toronto Raptors,,Toronto Raptors,?
2024-04-06 17:23:01,41.10, 0.00,     , None,UNDER,  0.0,61.80,?,,Washington Wizards,Toronto Raptors,?
2024-04-06 17:23:01,30.40, 0.00, None,     , OVER,  0.0,51.50,?,San Antonio Spurs,,Philadelphia 76ers,?
2024-04-06 17:23:01,69.60, 0.00,     , None, OVER,  0.0,51.50,?,,Philadelphia 76ers,Philadelphia 76ers,?
2024-04-06 17:23:01,67.20, 0.00, None,     ,UNDER,  0.0,71.80,?,Milwaukee Bucks,,Milwaukee Bucks,?
2024-04-06 17:23:01,32.80, 0.00,     , None,UNDER,  0.0,71.80,?,,New York Knicks,Milwaukee Bucks,?
2024-04-06 17:23:01,39.60, 0.00, None,     ,UNDER,  0.0,56.00,?,Brooklyn Nets,,Sacramento Kings,?
2024-04-06 17:23:01,60.40, 0.00,     , None,UNDER,  0.0,56.00,?,,Sacramento Kings,Sacramento Kings,?
2024-04-06 17:23:01,74.10, 0.00, None,     ,UNDER,  0.0,78.40,?,Golden State Warriors,,Golden State Warriors,?
2024-04-06 17:23:01,25.90, 0.00,     , None,UNDER,  0.0,78.40,?,,Utah Jazz,Golden State Warriors,?
2024-04-06 17:23:01,44.90, 0.00, None,     ,UNDER,  0.0,84.10,?,Los Angeles Lakers,,Minnesota Timberwolves,?
2024-04-06 17:23:01,55.10, 0.00,     , None,UNDER,  0.0,84.10,?,,Minnesota Timberwolves,Minnesota Timberwolves,?
2024-04-06 23:05:40,69.00,17.32, -168,     , OVER,220.0,60.10,?,LA Clippers,,LA Clippers,?
2024-04-06 23:05:40,31.00, 0.00,     ,  142, OVER,220.0,60.10,?,,Cleveland Cavaliers,LA Clippers,?
2024-04-06 23:05:40,70.20, 0.00, -290,     ,UNDER,226.5,52.70,?,Dallas Mavericks,,Dallas Mavericks,?
2024-04-06 23:05:40,29.80, 0.00,     ,  235,UNDER,226.5,52.70,?,,Houston Rockets,Dallas Mavericks,?
2024-04-06 23:05:40,59.20,11.72, -116,     ,UNDER,227.5,82.20,?,Indiana Pacers,,Indiana Pacers,?
2024-04-06 23:05:40,40.80, 0.00,     , -102,UNDER,227.5,82.20,?,,Miami Heat,Indiana Pacers,?
2024-04-06 23:05:40,70.50, 0.00, -310,     , OVER,211.0,73.50,?,Orlando Magic,,Orlando Magic,?
2024-04-06 23:05:40,29.50, 1.26,     ,  250, OVER,211.0,73.50,?,,Chicago Bulls,Orlando Magic,?
2024-04-06 23:05:40,61.60, 0.00, -270,     ,UNDER,223.0,68.20,?,Phoenix Suns,,Phoenix Suns,?
2024-04-06 23:05:40,38.40,10.40,     ,  220,UNDER,223.0,68.20,?,,New Orleans Pelicans,Phoenix Suns,?
2024-04-06 23:05:40,92.30, 0.00,-1400,     ,UNDER,219.0,51.10,?,Boston Celtics,,Boston Celtics,?
2024-04-06 23:05:40, 7.70, 0.00,     ,  830,UNDER,219.0,51.10,?,,Portland Trail Blazers,Boston Celtics,?
2024-04-06 23:05:40,19.90, 0.00,  285,     ,UNDER,216.0,72.90,?,Charlotte Hornets,,Oklahoma City Thunder,?
2024-04-06 23:05:40,80.10, 8.92,     , -355,UNDER,216.0,72.90,?,,Oklahoma City Thunder,Oklahoma City Thunder,?
2024-04-06 23:05:40,54.50, 0.00, -174,     , OVER,227.5,53.90,?,Toronto Raptors,,Toronto Raptors,?
2024-04-06 23:05:40,45.50, 8.14,     ,  146, OVER,227.5,53.90,?,,Washington Wizards,Toronto Raptors,?
2024-04-06 23:05:40,30.50, 2.14,  245,     , OVER,230.0,55.00,?,San Antonio Spurs,,Philadelphia 76ers,?
2024-04-06 23:05:40,69.50, 0.00,     , -300, OVER,230.0,55.00,?,,Philadelphia 76ers,Philadelphia 76ers,?
2024-04-06 23:05:40,67.20,13.34, -164,     , OVER,220.5,61.40,?,Milwaukee Bucks,,Milwaukee Bucks,?
2024-04-06 23:05:40,32.80, 0.00,     ,  138, OVER,220.5,61.40,?,,New York Knicks,Milwaukee Bucks,?
2024-04-06 23:05:40,39.70,15.52,  250,     , OVER,222.5,59.50,?,Brooklyn Nets,,Sacramento Kings,?
2024-04-06 23:05:40,60.30, 0.00,     , -310, OVER,222.5,59.50,?,,Sacramento Kings,Sacramento Kings,?
2024-04-06 23:05:40,73.70, 0.00, -560,     ,UNDER,231.0,84.40,?,Golden State Warriors,,Golden State Warriors,?
2024-04-06 23:05:40,26.30, 8.73,     ,  420,UNDER,231.0,84.40,?,,Utah Jazz,Golden State Warriors,?
2024-04-06 23:05:40,44.90, 0.00, -142,     ,UNDER,224.5,58.30,?,Los Angeles Lakers,,Minnesota Timberwolves,?
2024-04-06 23:05:40,55.10,17.72,     ,  120,UNDER,224.5,58.30,?,,Minnesota Timberwolves,Minnesota Timberwolves,?
2024-04-08 19:13:31,41.40,25.08,  360,     ,UNDER,240.0,49.90,?,Toronto Raptors,,Indiana Pacers,?
2024-04-08 19:13:31,58.60, 0.00,     , -460,UNDER,240.0,49.90,?,,Indiana Pacers,Indiana Pacers,?
2024-04-08 19:13:31,26.60,11.64,  490,     , OVER,220.5,67.10,?,Charlotte Hornets,,Dallas Mavericks,?
2024-04-08 19:13:31,73.40, 0.00,     , -670, OVER,220.5,67.10,?,,Dallas Mavericks,Dallas Mavericks,?
2024-04-08 19:13:31,81.30, 0.00,-1600,     , OVER,220.0,79.90,?,Philadelphia 76ers,,Philadelphia 76ers,?
2024-04-08 19:13:31,18.70, 9.72,     ,  900, OVER,220.0,79.90,?,,Detroit Pistons,Philadelphia 76ers,?
2024-04-08 19:13:31,43.00, 1.73,  138,     , OVER,223.0,60.10,?,Atlanta Hawks,,Miami Heat,?
2024-04-08 19:13:31,57.00, 0.00,     , -164, OVER,223.0,60.10,?,,Miami Heat,Miami Heat,?
2024-04-08 19:13:31,42.10, 0.00,  110,     , OVER,228.0,49.90,?,Milwaukee Bucks,,Boston Celtics,?
2024-04-08 19:13:31,57.90, 3.28,     , -130, OVER,228.0,49.90,?,,Boston Celtics,Boston Celtics,?
2024-04-08 19:13:31,54.00,18.70,  130,     , OVER,215.0,58.60,?,Memphis Grizzlies,,Memphis Grizzlies,?
2024-04-08 19:13:31,46.00, 0.00,     , -154, OVER,215.0,58.60,?,,San Antonio Spurs,Memphis Grizzlies,?
2024-04-08 19:13:31,54.70,14.94,  114,     , OVER,212.5,53.20,?,Houston Rockets,,Houston Rockets,?
2024-04-08 19:13:31,45.30, 0.00,     , -134, OVER,212.5,53.20,?,,Orlando Magic,Houston Rockets,?
2024-04-08 19:13:31,73.90,30.37, -168,     ,UNDER,228.0,91.10,?,Oklahoma City Thunder,,Oklahoma City Thunder,?
2024-04-08 19:13:31,26.10, 0.00,     ,  142,UNDER,228.0,91.10,?,,Sacramento Kings,Oklahoma City Thunder,?
2024-04-08 19:13:31,89.00, 0.00,-2200,     , OVER,221.5,52.10,?,Minnesota Timberwolves,,Minnesota Timberwolves,?
2024-04-08 19:13:31,11.00, 2.93,     , 1100, OVER,221.5,52.10,?,,Washington Wizards,Minnesota Timberwolves,?
2024-04-08 19:13:31,43.70, 2.98,  138,     , OVER,213.0,73.10,?,Chicago Bulls,,New York Knicks,?
2024-04-08 19:13:31,56.30, 0.00,     , -164, OVER,213.0,73.10,?,,New York Knicks,New York Knicks,?
2024-04-08 19:13:31,29.90,19.86,  700,     ,UNDER,225.0,55.30,?,Utah Jazz,,Denver Nuggets,?
2024-04-08 19:13:31,70.10, 0.00,     ,-1100,UNDER,225.0,55.30,?,,Denver Nuggets,Denver Nuggets,?
2024-04-08 19:13:31,57.20, 0.00, -162,     ,UNDER,225.5,92.30,?,Phoenix Suns,,Phoenix Suns,?
2024-04-08 19:13:31,42.80, 0.77,     ,  136,UNDER,225.5,92.30,?,,LA Clippers,Phoenix Suns,?
2024-04-08 19:13:31,23.00, 5.53,  440,     ,UNDER,211.5,81.20,?,Portland Trail Blazers,,New Orleans Pelicans,?
2024-04-08 19:13:31,77.00, 0.00,     , -590,UNDER,211.5,81.20,?,,New Orleans Pelicans,New Orleans Pelicans,?
2024-04-08 19:13:31,66.60,21.95, -134,     ,UNDER,232.5,80.80,?,Los Angeles Lakers,,Los Angeles Lakers,?
2024-04-08 19:13:31,33.40, 0.00,     ,  114,UNDER,232.5,80.80,?,,Golden State Warriors,Los Angeles Lakers,?
2024-04-08 19:24:00,41.40,25.08,  360,     ,UNDER,240.0,49.90,?,Toronto Raptors,,Indiana Pacers,?
2024-04-08 19:24:00,58.60, 0.00,     , -460,UNDER,240.0,49.90,?,,Indiana Pacers,Indiana Pacers,?
2024-04-08 19:24:00,26.60,11.64,  490,     , OVER,220.5,67.10,?,Charlotte Hornets,,Dallas Mavericks,?
2024-04-08 19:24:00,73.40, 0.00,     , -670, OVER,220.5,67.10,?,,Dallas Mavericks,Dallas Mavericks,?
2024-04-08 19:24:00,81.30, 0.00,-1600,     , OVER,220.0,79.90,?,Philadelphia 76ers,,Philadelphia 76ers,?
2024-04-08 19:24:00,18.70, 9.72,     ,  900, OVER,220.0,79.90,?,,Detroit Pistons,Philadelphia 76ers,?
2024-04-08 19:24:00,43.00, 1.73,  138,     , OVER,223.0,60.10,?,Atlanta Hawks,,Miami Heat,?
2024-04-08 19:24:00,57.00, 0.00,     , -164, OVER,223.0,60.10,?,,Miami Heat,Miami Heat,?
2024-04-08 19:24:00,42.10, 0.00,  110,     , OVER,228.0,49.90,?,Milwaukee Bucks,,Boston Celtics,?
2024-04-08 19:24:00,57.90, 3.28,     , -130, OVER,228.0,49.90,?,,Boston Celtics,Boston Celtics,?
2024-04-08 19:24:00,54.00,18.70,  130,     , OVER,215.0,58.60,?,Memphis Grizzlies,,Memphis Grizzlies,?
2024-04-08 19:24:00,46.00, 0.00,     , -154, OVER,215.0,58.60,?,,San Antonio Spurs,Memphis Grizzlies,?
2024-04-08 19:24:00,54.70,14.94,  114,     , OVER,212.5,53.20,?,Houston Rockets,,Houston Rockets,?
